spine	classification	golden_pages	golden_fragments	golden_first	golden_last	golden_sha	historical_pages	historical_fragments	historical_first	historical_last	historical_sha	current_pages	current_fragments	current_first	current_last	current_sha
186	HISTORICAL_AND_CURRENT_SOURCE	14	490	19.25,257.49,337.49,22.10|274.59|4a9db08b	37.66,321.40,274.55,22.10|337.90|3ac0c5e9	7a12af155f3c2f09	14	491	19.25,257.49,337.49,22.10|274.59|4a9db08b	37.66,321.40,274.55,22.10|337.90|3ac0c5e9	ff9be53d103e4ea8	15	498	19.25,257.49,346.46,23.80|275.51|4a9db08b	37.66,255.10,274.55,22.10|271.60|3ac0c5e9	1ba6acfc4273b567
187	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|a6989007	103.20,213.43,183.60,33.28|237.95|330cdee0	eb4c423e165c086b	1	5	143.36,146.87,103.28,33.28|171.52|a6989007	103.20,213.43,183.60,33.28|237.95|330cdee0	eb4c423e165c086b	1	5	143.36,146.87,103.28,33.28|171.52|a6989007	103.20,213.43,183.60,33.28|237.95|330cdee0	eb4c423e165c086b
188	HISTORICAL_AND_CURRENT_SOURCE	11	385	19.25,257.49,337.25,22.10|274.59|cc8f1d06	37.66,564.50,177.65,22.10|581.00|e5a73187	c11db06f25a57065	11	385	19.25,257.49,337.25,22.10|274.59|cc8f1d06	37.66,564.50,177.65,22.10|581.00|e5a73187	fdb69a5adf2c62ca	12	396	19.25,257.49,346.46,23.80|275.51|cc8f1d06	37.66,608.70,177.65,22.10|625.20|e5a73187	60efa7e9618a1351
189	UNCHANGED	1	12	143.36,146.87,103.28,33.28|171.52|7e4e794a	37.66,424.40,96.90,22.10|440.90|5b577f87	b86595650b1470e1	1	12	143.36,146.87,103.28,33.28|171.52|7e4e794a	37.66,424.40,96.90,22.10|440.90|5b577f87	b86595650b1470e1	1	12	143.36,146.87,103.28,33.28|171.52|7e4e794a	37.66,424.40,96.90,22.10|440.90|5b577f87	b86595650b1470e1
190	HISTORICAL_AND_CURRENT_SOURCE	11	366	19.25,257.49,337.49,22.10|274.59|15379aa0	37.66,299.30,145.35,22.10|315.80|c0ec97a9	b5deb066df165110	11	365	19.25,257.49,333.24,22.10|274.59|15379aa0	37.66,255.10,145.35,22.10|271.60|c0ec97a9	95611d0135839148	12	373	19.25,257.49,342.21,23.80|275.51|15379aa0	37.66,233.00,145.35,22.10|249.50|c0ec97a9	d154f5861104f38d
191	UNCHANGED	1	6	153.69,146.87,82.62,33.28|171.52|d0520075	37.66,313.90,96.90,22.10|330.40|b367c37c	220391d10d1fd19c	1	6	153.69,146.87,82.62,33.28|171.52|d0520075	37.66,313.90,96.90,22.10|330.40|b367c37c	220391d10d1fd19c	1	6	153.69,146.87,82.62,33.28|171.52|d0520075	37.66,313.90,96.90,22.10|330.40|b367c37c	220391d10d1fd19c
192	HISTORICAL_AND_CURRENT_SOURCE	10	330	19.25,257.49,337.49,22.10|274.59|45b0c318	37.66,409.70,32.30,22.10|426.20|002c2b82	8f6f9943d8a7bac4	10	326	19.25,257.49,337.49,22.10|274.59|45b0c318	37.66,343.40,32.30,22.10|359.90|002c2b82	03b8739c328f4cb0	11	336	19.25,257.49,346.46,23.80|275.51|45b0c318	37.66,324.70,32.30,22.10|341.20|002c2b82	48f2b804a0872275
193	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|fc1287ec	103.20,213.43,183.60,33.28|237.95|4ade91be	1245f18e1f05e4fa	1	5	143.36,146.87,103.28,33.28|171.52|fc1287ec	103.20,213.43,183.60,33.28|237.95|4ade91be	1245f18e1f05e4fa	1	5	143.36,146.87,103.28,33.28|171.52|fc1287ec	103.20,213.43,183.60,33.28|237.95|4ade91be	1245f18e1f05e4fa
194	HISTORICAL_AND_CURRENT_SOURCE	10	344	19.25,257.49,320.64,22.10|274.59|96e0fecb	37.66,299.30,48.45,22.10|315.80|e6a07464	35f6f1f48abf525b	10	338	19.25,257.49,350.32,22.10|274.59|717c88e2	37.66,210.90,48.45,22.10|227.40|e6a07464	57b5c88f46674923	11	346	19.25,257.49,329.14,23.80|275.51|96e0fecb	37.66,34.10,48.45,22.10|50.60|e6a07464	9f856528e6c0c382
195	UNCHANGED	1	7	143.36,146.87,103.28,33.28|171.52|fc54198f	37.66,336.00,80.75,22.10|352.50|b1b2cfde	cbaa58bd71f4e87f	1	7	143.36,146.87,103.28,33.28|171.52|fc54198f	37.66,336.00,80.75,22.10|352.50|b1b2cfde	cbaa58bd71f4e87f	1	7	143.36,146.87,103.28,33.28|171.52|fc54198f	37.66,336.00,80.75,22.10|352.50|b1b2cfde	cbaa58bd71f4e87f
196	HISTORICAL_AND_CURRENT_SOURCE	14	519	19.25,257.49,349.11,22.10|274.59|33ab8a35	37.66,564.50,32.30,22.10|581.00|9bbb7845	f5164672c6d063a4	14	517	19.25,257.49,349.11,22.10|274.59|33ab8a35	37.66,476.10,32.30,22.10|492.60|9bbb7845	abb1e1e761996313	15	528	19.25,257.49,340.76,23.80|275.51|84cb4728	37.66,476.10,32.30,22.10|492.60|9bbb7845	9daf07531c70820f
197	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|53a9ec7d	103.20,213.43,183.60,33.28|237.95|c1d53e35	254664c744efa66a	1	5	143.36,146.87,103.28,33.28|171.52|53a9ec7d	103.20,213.43,183.60,33.28|237.95|c1d53e35	254664c744efa66a	1	5	143.36,146.87,103.28,33.28|171.52|53a9ec7d	103.20,213.43,183.60,33.28|237.95|c1d53e35	254664c744efa66a
198	HISTORICAL_AND_CURRENT_SOURCE	11	366	19.25,257.49,349.11,22.10|274.59|9bf2b87f	37.66,321.40,242.25,22.10|337.90|2922a12e	b3126d34b2543536	11	365	19.25,257.49,349.11,22.10|274.59|9bf2b87f	37.66,299.30,242.25,22.10|315.80|2922a12e	df701d75a88b3b4a	12	370	19.25,257.49,324.89,23.80|275.51|a046323d	37.66,233.00,242.25,22.10|249.50|2922a12e	c77558c761449011
199	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|c20ea760	103.20,213.43,183.60,33.28|237.95|470ce745	b3e2cff596540947	1	5	143.36,146.87,103.28,33.28|171.52|c20ea760	103.20,213.43,183.60,33.28|237.95|470ce745	b3e2cff596540947	1	5	143.36,146.87,103.28,33.28|171.52|c20ea760	103.20,213.43,183.60,33.28|237.95|470ce745	b3e2cff596540947
200	HISTORICAL_AND_CURRENT_SOURCE	13	450	19.25,257.49,337.49,22.10|274.59|30fbcfea	37.66,697.00,129.20,22.10|713.50|3c98a787	b1498f4d4cbebed2	13	448	19.25,257.49,337.49,22.10|274.59|30fbcfea	37.66,674.90,129.20,22.10|691.40|3c98a787	ce0670d0c5b35b6b	14	458	19.25,257.49,346.46,23.80|275.51|30fbcfea	37.66,754.80,129.20,22.10|771.30|3c98a787	2a2073cafa40c4b9
201	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|a9d3bf8e	103.20,213.43,183.60,33.28|237.95|4b4bb818	740278df54c8159d	1	5	143.36,146.87,103.28,33.28|171.52|a9d3bf8e	103.20,213.43,183.60,33.28|237.95|4b4bb818	740278df54c8159d	1	5	143.36,146.87,103.28,33.28|171.52|a9d3bf8e	103.20,213.43,183.60,33.28|237.95|4b4bb818	740278df54c8159d
202	HISTORICAL_AND_CURRENT_SOURCE	11	363	19.25,257.49,337.25,22.10|274.59|976659b5	37.66,233.00,48.45,22.10|249.50|4e12d435	33113cdbb58eb2ab	11	359	19.25,257.49,333.00,22.10|274.59|976659b5	37.66,210.90,48.45,22.10|227.40|4e12d435	5cbbd891754901d5	12	369	19.25,257.49,342.21,23.80|275.51|976659b5	37.66,144.60,48.45,22.10|161.10|4e12d435	2e4a2b1b167bf40a
203	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|2f8af138	103.20,213.43,183.60,33.28|237.95|1163bced	38d487d3d433c6dc	1	5	143.36,146.87,103.28,33.28|171.52|2f8af138	103.20,213.43,183.60,33.28|237.95|1163bced	38d487d3d433c6dc	1	5	143.36,146.87,103.28,33.28|171.52|2f8af138	103.20,213.43,183.60,33.28|237.95|1163bced	38d487d3d433c6dc
204	HISTORICAL_AND_CURRENT_SOURCE	11	367	19.25,257.49,337.49,22.10|274.59|6df325b2	37.66,233.00,290.70,22.10|249.50|f5f85463	a4c882ea382540bf	11	363	19.25,257.49,333.24,22.10|274.59|6df325b2	37.66,166.70,290.70,22.10|183.20|f5f85463	d8eb0c00b8361b60	12	375	19.25,257.49,342.21,23.80|275.51|6df325b2	37.66,210.90,290.70,22.10|227.40|f5f85463	f0aac2e6df43f4a3
205	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|92dfb895	103.20,213.43,183.60,33.28|237.95|2cde16a2	742ff63401c9c348	1	5	143.36,146.87,103.28,33.28|171.52|92dfb895	103.20,213.43,183.60,33.28|237.95|2cde16a2	742ff63401c9c348	1	5	143.36,146.87,103.28,33.28|171.52|92dfb895	103.20,213.43,183.60,33.28|237.95|2cde16a2	742ff63401c9c348
206	HISTORICAL_AND_CURRENT_SOURCE	17	560	19.25,257.49,337.49,22.10|274.59|2359b67e	37.66,56.20,274.55,22.10|72.70|68ed53d8	dab5270eda055e97	16	556	19.25,257.49,337.49,22.10|274.59|2359b67e	37.66,785.50,274.55,22.10|802.00|68ed53d8	83791c34386b7aa3	18	568	19.25,257.49,346.46,23.80|275.51|2359b67e	37.66,321.40,274.55,22.10|337.90|68ed53d8	14644d305ed99d87
207	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|fdb46e2c	103.20,213.43,183.60,33.28|237.95|1149b174	4c65b57506a15d20	1	5	143.36,146.87,103.28,33.28|171.52|fdb46e2c	103.20,213.43,183.60,33.28|237.95|1149b174	4c65b57506a15d20	1	5	143.36,146.87,103.28,33.28|171.52|fdb46e2c	103.20,213.43,183.60,33.28|237.95|1149b174	4c65b57506a15d20
208	HISTORICAL_AND_CURRENT_SOURCE	10	314	19.25,257.49,320.64,22.10|274.59|34e9729a	37.66,299.20,242.25,22.10|315.70|54d2399b	0fed612c3d05f5b2	10	311	19.25,257.49,350.32,22.10|274.59|17cd5ada	37.66,210.90,242.25,22.10|227.40|54d2399b	84e1321f1c179363	11	319	19.25,257.49,329.14,23.80|275.51|34e9729a	37.66,256.70,242.25,22.10|273.20|54d2399b	b6eaf8665d75cd2e
209	UNCHANGED	1	11	143.36,146.87,103.28,33.28|171.52|a8185ab2	37.66,402.30,209.95,22.10|418.80|ad514cba	f5e9ed964c16d18a	1	11	143.36,146.87,103.28,33.28|171.52|a8185ab2	37.66,402.30,209.95,22.10|418.80|ad514cba	f5e9ed964c16d18a	1	11	143.36,146.87,103.28,33.28|171.52|a8185ab2	37.66,402.30,209.95,22.10|418.80|ad514cba	f5e9ed964c16d18a
210	HISTORICAL_AND_CURRENT_SOURCE	11	394	19.25,257.49,341.74,22.10|274.59|d920de0a	37.66,476.10,161.50,22.10|492.60|25ff4878	577c6f82f1ae604a	11	393	19.25,257.49,333.24,22.10|274.59|d920de0a	37.66,454.00,161.50,22.10|470.50|25ff4878	8a1a2d87040d3602	12	401	19.25,257.49,342.21,23.80|275.51|d920de0a	37.66,321.40,161.50,22.10|337.90|25ff4878	99678b6ce2e0e3a1
211	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|ce1a60fe	103.20,213.43,183.60,33.28|237.95|83ece960	a271fc75ce433697	1	5	143.36,146.87,103.28,33.28|171.52|ce1a60fe	103.20,213.43,183.60,33.28|237.95|83ece960	a271fc75ce433697	1	5	143.36,146.87,103.28,33.28|171.52|ce1a60fe	103.20,213.43,183.60,33.28|237.95|83ece960	a271fc75ce433697
212	HISTORICAL_AND_CURRENT_SOURCE	9	304	19.25,257.49,337.49,22.10|274.59|b00f177b	37.66,431.80,113.05,22.10|448.30|26be2646	88ef263f46ce06f0	9	302	19.25,257.49,333.24,22.10|274.59|b00f177b	37.66,409.70,113.05,22.10|426.20|26be2646	52ef7141b8d45a9f	10	306	19.25,257.49,342.21,23.80|275.51|b00f177b	37.66,255.10,113.05,22.10|271.60|26be2646	07d51c0114e1a744
213	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|dc149be9	103.20,213.43,183.60,33.28|237.95|910187b6	5c237fbd8fb4950b	1	5	143.36,146.87,103.28,33.28|171.52|dc149be9	103.20,213.43,183.60,33.28|237.95|910187b6	5c237fbd8fb4950b	1	5	143.36,146.87,103.28,33.28|171.52|dc149be9	103.20,213.43,183.60,33.28|237.95|910187b6	5c237fbd8fb4950b
214	HISTORICAL_AND_CURRENT_SOURCE	13	434	19.25,257.49,337.49,22.10|274.59|b8b202fa	37.66,144.60,145.35,22.10|161.10|f0aa3b99	f89a566e21f2ffad	13	431	19.25,257.49,337.49,22.10|274.59|b8b202fa	37.66,78.30,145.35,22.10|94.80|f0aa3b99	826399d8e18f3772	14	443	19.25,257.49,346.46,23.80|275.51|b8b202fa	37.66,233.00,145.35,22.10|249.50|f0aa3b99	12bced339870f109
215	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|90a19893	37.66,358.10,129.20,22.10|374.60|75e5ba1b	61723484c0c6f969	1	8	143.36,146.87,103.28,33.28|171.52|90a19893	37.66,358.10,129.20,22.10|374.60|75e5ba1b	61723484c0c6f969	1	8	143.36,146.87,103.28,33.28|171.52|90a19893	37.66,358.10,129.20,22.10|374.60|75e5ba1b	61723484c0c6f969
216	HISTORICAL_AND_CURRENT_SOURCE	10	332	19.25,257.49,337.49,22.10|274.59|fe5436ca	37.66,122.50,242.25,22.10|139.00|6bb05c9b	5593fbd0b605db2e	10	333	19.25,257.49,333.24,22.10|274.59|fe5436ca	37.66,122.50,242.25,22.10|139.00|6bb05c9b	c1399d9ab30bf4c3	10	334	19.25,257.49,342.21,23.80|275.51|fe5436ca	37.66,564.50,242.25,22.10|581.00|6bb05c9b	13f99146de9c09a8
217	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|a5fee010	103.20,213.43,183.60,33.28|237.95|fd7f795b	80cda318f9485615	1	5	143.36,146.87,103.28,33.28|171.52|a5fee010	103.20,213.43,183.60,33.28|237.95|fd7f795b	80cda318f9485615	1	5	143.36,146.87,103.28,33.28|171.52|a5fee010	103.20,213.43,183.60,33.28|237.95|fd7f795b	80cda318f9485615
218	HISTORICAL_AND_CURRENT_SOURCE	11	381	19.25,257.49,337.49,22.10|274.59|3dad0bab	37.66,476.10,226.10,22.10|492.60|0f07e720	bf413e5cdedd61bc	11	378	19.25,257.49,337.49,22.10|274.59|3dad0bab	37.66,431.90,226.10,22.10|448.40|0f07e720	2487afbbe1d69a44	12	387	19.25,257.49,346.46,23.80|275.51|3dad0bab	37.66,431.90,226.10,22.10|448.40|0f07e720	f265f73d8b4e0ee6
219	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|c140a532	103.20,213.43,183.60,33.28|237.95|6e238a0b	a73253fc1e0d5153	1	5	143.36,146.87,103.28,33.28|171.52|c140a532	103.20,213.43,183.60,33.28|237.95|6e238a0b	a73253fc1e0d5153	1	5	143.36,146.87,103.28,33.28|171.52|c140a532	103.20,213.43,183.60,33.28|237.95|6e238a0b	a73253fc1e0d5153
220	HISTORICAL_AND_CURRENT_SOURCE	10	328	19.25,257.49,337.49,22.10|274.59|de8dee23	37.66,299.20,96.90,22.10|315.70|83e38726	0051ab897c77b4b7	10	327	19.25,257.49,337.49,22.10|274.59|de8dee23	37.66,299.20,96.90,22.10|315.70|83e38726	16aba7904a7611af	11	332	19.25,257.49,346.46,23.80|275.51|de8dee23	37.66,122.50,96.90,22.10|139.00|83e38726	fca00fd3235d536c
221	UNCHANGED	1	12	143.36,146.87,103.28,33.28|171.52|652f57c3	37.66,424.40,32.30,22.10|440.90|b87a21a1	e0d6d28cbf57a745	1	12	143.36,146.87,103.28,33.28|171.52|652f57c3	37.66,424.40,32.30,22.10|440.90|b87a21a1	e0d6d28cbf57a745	1	12	143.36,146.87,103.28,33.28|171.52|652f57c3	37.66,424.40,32.30,22.10|440.90|b87a21a1	e0d6d28cbf57a745
222	HISTORICAL_AND_CURRENT_SOURCE	10	347	19.25,257.49,337.25,22.10|274.59|ee9425b8	37.66,277.20,96.90,22.10|293.70|27d740d4	ee670ef1cd67e2e3	10	346	19.25,257.49,337.25,22.10|274.59|ee9425b8	37.66,255.10,96.90,22.10|271.60|27d740d4	dcfcc7cad12c10f6	11	352	19.25,257.49,346.46,23.80|275.51|ee9425b8	37.66,144.60,96.90,22.10|161.10|27d740d4	4dee0e4d9d642169
223	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|ed8fde80	103.20,213.43,183.60,33.28|237.95|c73e90b7	eacdd1b841901e9e	1	5	143.36,146.87,103.28,33.28|171.52|ed8fde80	103.20,213.43,183.60,33.28|237.95|c73e90b7	eacdd1b841901e9e	1	5	143.36,146.87,103.28,33.28|171.52|ed8fde80	103.20,213.43,183.60,33.28|237.95|c73e90b7	eacdd1b841901e9e
224	HISTORICAL_AND_CURRENT_SOURCE	9	306	19.25,257.49,337.49,22.10|274.59|012b4134	37.66,559.30,177.65,22.10|575.80|0093010e	81f58d1cb60ac5f2	9	304	19.25,257.49,337.49,22.10|274.59|012b4134	37.66,537.20,177.65,22.10|553.70|0093010e	17a85a48d4b80fd6	10	308	19.25,257.49,346.46,23.80|275.51|012b4134	37.66,348.50,177.65,22.10|365.00|0093010e	15bcfb8b862aa9d1
225	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|6b342ac0	103.20,213.43,183.60,33.28|237.95|91e8e4ab	57badc6aac89811d	1	5	143.36,146.87,103.28,33.28|171.52|6b342ac0	103.20,213.43,183.60,33.28|237.95|91e8e4ab	57badc6aac89811d	1	5	143.36,146.87,103.28,33.28|171.52|6b342ac0	103.20,213.43,183.60,33.28|237.95|91e8e4ab	57badc6aac89811d
226	HISTORICAL_AND_CURRENT_SOURCE	10	352	19.25,257.49,202.45,22.10|274.59|4d5192b3	37.66,763.30,274.55,22.10|779.80|38dfa620	4b5e36fec2533190	10	352	19.25,257.49,202.45,22.10|274.59|4d5192b3	37.66,741.20,274.55,22.10|757.70|38dfa620	42ef7a6427564655	11	355	19.25,257.49,207.88,23.80|275.51|4d5192b3	37.66,520.30,274.55,22.10|536.80|38dfa620	17b88261a9c8d9ab
227	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|eae6519b	103.20,213.43,183.60,33.28|237.95|afe7876b	febbc3efc620c450	1	5	143.36,146.87,103.28,33.28|171.52|eae6519b	103.20,213.43,183.60,33.28|237.95|afe7876b	febbc3efc620c450	1	5	143.36,146.87,103.28,33.28|171.52|eae6519b	103.20,213.43,183.60,33.28|237.95|afe7876b	febbc3efc620c450
228	HISTORICAL_AND_CURRENT_SOURCE	12	418	19.25,257.49,337.25,22.10|274.59|5ff00428	37.66,321.40,226.10,22.10|337.90|36762f95	085fa441dc22da35	12	416	19.25,257.49,337.25,22.10|274.59|5ff00428	37.66,277.20,226.10,22.10|293.70|36762f95	e6abbfe5edf1b371	13	425	19.25,257.49,346.46,23.80|275.51|5ff00428	37.66,365.60,226.10,22.10|382.10|36762f95	ce018e528cb19e3b
229	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|a7abb0b6	37.66,358.10,129.20,22.10|374.60|29bb8e3d	fc066116c4ef0c62	1	8	143.36,146.87,103.28,33.28|171.52|a7abb0b6	37.66,358.10,129.20,22.10|374.60|29bb8e3d	fc066116c4ef0c62	1	8	143.36,146.87,103.28,33.28|171.52|a7abb0b6	37.66,358.10,129.20,22.10|374.60|29bb8e3d	fc066116c4ef0c62
230	HISTORICAL_AND_CURRENT_SOURCE	14	478	19.25,257.49,337.49,22.10|274.59|e0180e58	37.66,520.20,145.35,22.10|536.70|0d69edfd	5381fbde80ac0600	14	474	19.25,257.49,333.24,22.10|274.59|e0180e58	37.66,431.90,145.35,22.10|448.40|0d69edfd	9a16e67627e03d92	15	488	19.25,257.49,342.21,23.80|275.51|e0180e58	37.66,715.70,145.35,22.10|732.20|0d69edfd	4b8a0c8cffab1081
231	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|7dd170df	37.66,336.00,32.30,22.10|352.50|7c3a1c32	529d53f0425d4140	1	8	143.36,146.87,103.28,33.28|171.52|7dd170df	37.66,336.00,32.30,22.10|352.50|7c3a1c32	529d53f0425d4140	1	8	143.36,146.87,103.28,33.28|171.52|7dd170df	37.66,336.00,32.30,22.10|352.50|7c3a1c32	529d53f0425d4140
232	HISTORICAL_AND_CURRENT_SOURCE	11	368	19.25,257.49,348.88,22.10|274.59|dd9d9112	37.66,255.10,48.45,22.10|271.60|25954e10	dfd21b5e3a28e122	11	366	19.25,257.49,348.88,22.10|274.59|dd9d9112	37.66,210.90,48.45,22.10|227.40|25954e10	2b1d6c8e8e633710	12	373	19.25,257.49,340.76,23.80|275.51|015bf7ed	37.66,188.80,48.45,22.10|205.30|25954e10	fe262dc9c9429d8e
233	UNCHANGED	1	7	143.36,146.87,103.28,33.28|171.52|4090f6df	37.66,313.90,244.53,22.10|330.40|6ce1b4a1	fc90447f47adb63b	1	7	143.36,146.87,103.28,33.28|171.52|4090f6df	37.66,313.90,244.53,22.10|330.40|6ce1b4a1	fc90447f47adb63b	1	7	143.36,146.87,103.28,33.28|171.52|4090f6df	37.66,313.90,244.53,22.10|330.40|6ce1b4a1	fc90447f47adb63b
234	HISTORICAL_AND_CURRENT_SOURCE	12	393	19.25,257.49,337.49,22.10|274.59|0ef40993	37.66,78.30,129.20,22.10|94.80|fc2ed280	147f6437ab00474a	11	389	19.25,257.49,333.24,22.10|274.59|0ef40993	37.66,802.40,129.20,22.10|818.90|fc2ed280	83251e05e87ed419	13	400	19.25,257.49,342.21,23.80|275.51|0ef40993	37.66,122.50,129.20,22.10|139.00|fc2ed280	4257e4c1d42ae34e
235	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|d013bb9c	37.66,336.00,145.35,22.10|352.50|e57d8fa0	57ebfe8de2a04d70	1	8	143.36,146.87,103.28,33.28|171.52|d013bb9c	37.66,336.00,145.35,22.10|352.50|e57d8fa0	57ebfe8de2a04d70	1	8	143.36,146.87,103.28,33.28|171.52|d013bb9c	37.66,336.00,145.35,22.10|352.50|e57d8fa0	57ebfe8de2a04d70
236	HISTORICAL_AND_CURRENT_SOURCE	11	381	19.25,257.49,337.25,22.10|274.59|61a8cec9	37.66,608.60,242.25,22.10|625.10|bbf595ea	c63aca6f838f82b8	11	381	19.25,257.49,337.25,22.10|274.59|61a8cec9	37.66,586.50,242.25,22.10|603.00|bbf595ea	cb67a98161c2597d	12	393	19.25,257.49,346.46,23.80|275.51|61a8cec9	37.66,663.00,242.25,22.10|679.50|bbf595ea	8945b3cdfa7ec5f8
237	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|bee85528	103.20,213.43,183.60,33.28|237.95|788dcbd8	d5b3385a19b055d6	1	5	143.36,146.87,103.28,33.28|171.52|bee85528	103.20,213.43,183.60,33.28|237.95|788dcbd8	d5b3385a19b055d6	1	5	143.36,146.87,103.28,33.28|171.52|bee85528	103.20,213.43,183.60,33.28|237.95|788dcbd8	d5b3385a19b055d6
238	HISTORICAL_AND_CURRENT_SOURCE	11	356	19.25,257.49,337.49,22.10|274.59|6db8a7eb	37.66,144.60,48.45,22.10|161.10|4e12d435	2543a1be9c7ce8e1	11	354	19.25,257.49,337.49,22.10|274.59|6db8a7eb	37.66,122.50,48.45,22.10|139.00|4e12d435	2ad33ab4217196d9	12	363	19.25,257.49,346.46,23.80|275.51|6db8a7eb	37.66,144.60,48.45,22.10|161.10|4e12d435	5b7a4884036614e1
239	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|714c9b5e	37.66,336.00,48.45,22.10|352.50|fa791de9	8b1865385114e8db	1	8	143.36,146.87,103.28,33.28|171.52|714c9b5e	37.66,336.00,48.45,22.10|352.50|fa791de9	8b1865385114e8db	1	8	143.36,146.87,103.28,33.28|171.52|714c9b5e	37.66,336.00,48.45,22.10|352.50|fa791de9	8b1865385114e8db
240	HISTORICAL_AND_CURRENT_SOURCE	8	270	19.25,257.49,337.49,22.10|274.59|1b3edaf0	37.66,542.30,48.45,22.10|558.80|53c64f81	4df5cda44b9ff96b	8	267	19.25,257.49,333.24,22.10|274.59|1b3edaf0	37.66,498.10,48.45,22.10|514.60|53c64f81	87ccfda294c779c4	9	272	19.25,257.49,342.21,23.80|275.51|1b3edaf0	37.66,233.00,48.45,22.10|249.50|53c64f81	3690655de4ee1f07
241	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|090aac8a	103.20,213.43,183.60,33.28|237.95|668827ea	e18b8837c741afe5	1	5	143.36,146.87,103.28,33.28|171.52|090aac8a	103.20,213.43,183.60,33.28|237.95|668827ea	e18b8837c741afe5	1	5	143.36,146.87,103.28,33.28|171.52|090aac8a	103.20,213.43,183.60,33.28|237.95|668827ea	e18b8837c741afe5
242	HISTORICAL_AND_CURRENT_SOURCE	12	394	19.25,257.49,337.25,22.10|274.59|b6630bba	37.66,56.20,226.10,22.10|72.70|92d401d0	9a025b69fe55ee2c	11	393	19.25,257.49,337.25,22.10|274.59|b6630bba	37.66,807.60,226.10,22.10|824.10|92d401d0	a02e7c388c15b152	12	397	19.25,257.49,346.46,23.80|275.51|b6630bba	37.66,741.30,226.10,22.10|757.80|92d401d0	3950617c9a8597f3
243	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|fac29f61	103.20,213.43,183.60,33.28|237.95|54f5fe5a	c7812fd1036a0da5	1	5	143.36,146.87,103.28,33.28|171.52|fac29f61	103.20,213.43,183.60,33.28|237.95|54f5fe5a	c7812fd1036a0da5	1	5	143.36,146.87,103.28,33.28|171.52|fac29f61	103.20,213.43,183.60,33.28|237.95|54f5fe5a	c7812fd1036a0da5
244	HISTORICAL_AND_CURRENT_SOURCE	11	352	19.25,257.49,320.64,22.10|274.59|aa1e1a4b	37.66,188.70,242.25,22.10|205.20|923eafc1	085b8d3e6c14723b	11	350	19.25,257.49,350.32,22.10|274.59|ed32119d	37.66,122.50,242.25,22.10|139.00|923eafc1	6399463e6fd978a3	12	357	19.25,257.49,329.14,23.80|275.51|aa1e1a4b	37.66,100.40,242.25,22.10|116.90|923eafc1	fe1d1c2f7b4a43da
245	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|09a130ef	103.20,213.43,183.60,33.28|237.95|42823863	36716bd9eb810ff3	1	5	143.36,146.87,103.28,33.28|171.52|09a130ef	103.20,213.43,183.60,33.28|237.95|42823863	36716bd9eb810ff3	1	5	143.36,146.87,103.28,33.28|171.52|09a130ef	103.20,213.43,183.60,33.28|237.95|42823863	36716bd9eb810ff3
246	HISTORICAL_AND_CURRENT_SOURCE	12	418	19.25,257.49,337.25,22.10|274.59|ba5b3ee9	37.66,542.40,118.28,22.10|558.90|b53cd5e7	ba7e491019c485ef	12	415	19.25,257.49,337.25,22.10|274.59|ba5b3ee9	37.66,476.10,118.28,22.10|492.60|b53cd5e7	39062f6a9c5cecaa	13	420	19.25,257.49,346.46,23.80|275.51|ba5b3ee9	37.66,520.30,118.28,22.10|536.80|b53cd5e7	c6d19031827af372
247	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|75485ac4	103.20,213.43,183.60,33.28|237.95|5623ba39	566b50e1062e9cf9	1	5	143.36,146.87,103.28,33.28|171.52|75485ac4	103.20,213.43,183.60,33.28|237.95|5623ba39	566b50e1062e9cf9	1	5	143.36,146.87,103.28,33.28|171.52|75485ac4	103.20,213.43,183.60,33.28|237.95|5623ba39	566b50e1062e9cf9
