spine	classification	golden_pages	golden_fragments	golden_first	golden_last	golden_sha	historical_pages	historical_fragments	historical_first	historical_last	historical_sha	current_pages	current_fragments	current_first	current_last	current_sha
62	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|b4e4b52b	103.20,213.43,183.60,33.28|237.95|42eeaeba	0b25117843b58475	1	5	143.36,146.87,103.28,33.28|171.52|b4e4b52b	103.20,213.43,183.60,33.28|237.95|42eeaeba	0b25117843b58475	1	5	143.36,146.87,103.28,33.28|171.52|b4e4b52b	103.20,213.43,183.60,33.28|237.95|42eeaeba	0b25117843b58475
63	HISTORICAL_AND_CURRENT_SOURCE	13	427	19.25,257.49,320.40,22.10|274.59|af8d0f4f	37.66,365.60,258.40,22.10|382.10|9e9da15d	e69e13a865428524	13	428	19.25,257.49,350.09,22.10|274.59|b5070288	37.66,343.50,258.40,22.10|360.00|9e9da15d	91128637578fc518	14	437	19.25,257.49,329.14,23.80|275.51|af8d0f4f	37.66,210.90,258.40,22.10|227.40|9e9da15d	3b6563f4fe816740
64	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|22a1a1f8	37.66,358.10,242.25,22.10|374.60|86874776	ae4dcbb538320ece	1	8	143.36,146.87,103.28,33.28|171.52|22a1a1f8	37.66,358.10,242.25,22.10|374.60|86874776	ae4dcbb538320ece	1	8	143.36,146.87,103.28,33.28|171.52|22a1a1f8	37.66,358.10,242.25,22.10|374.60|86874776	ae4dcbb538320ece
65	HISTORICAL_AND_CURRENT_SOURCE	13	380	19.25,257.49,337.49,22.10|274.59|4b48fad4	37.66,34.10,64.60,22.10|50.60|1b4eb842	90097ab9b58ecd55	13	380	19.25,257.49,337.49,22.10|274.59|4b48fad4	37.66,34.10,64.60,22.10|50.60|1b4eb842	b03995027f5e67ab	13	388	19.25,257.49,346.46,23.80|275.51|4b48fad4	37.66,719.20,64.60,22.10|735.70|1b4eb842	a7fb6ec93aa8aa6e
66	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|b12f8706	103.20,213.43,183.60,33.28|237.95|32ff55df	2de2f967f7c086cf	1	5	143.36,146.87,103.28,33.28|171.52|b12f8706	103.20,213.43,183.60,33.28|237.95|32ff55df	2de2f967f7c086cf	1	5	143.36,146.87,103.28,33.28|171.52|b12f8706	103.20,213.43,183.60,33.28|237.95|32ff55df	2de2f967f7c086cf
67	HISTORICAL_AND_CURRENT_SOURCE	20	686	19.25,257.49,337.25,22.10|274.59|abbc4608	37.66,719.20,161.50,22.10|735.70|5b804aca	a2888212327571bd	20	681	19.25,257.49,337.25,22.10|274.59|abbc4608	37.66,586.60,161.50,22.10|603.10|5b804aca	b3008ec95df5d681	22	689	19.25,257.49,346.46,23.80|275.51|abbc4608	37.66,12.00,161.50,22.10|28.50|5b804aca	3759ad95dd766426
68	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|5697aded	103.20,213.43,183.60,33.28|237.95|917412dc	bab4277ee4874b98	1	5	143.36,146.87,103.28,33.28|171.52|5697aded	103.20,213.43,183.60,33.28|237.95|917412dc	bab4277ee4874b98	1	5	143.36,146.87,103.28,33.28|171.52|5697aded	103.20,213.43,183.60,33.28|237.95|917412dc	bab4277ee4874b98
69	HISTORICAL_AND_CURRENT_SOURCE	16	553	19.25,257.49,320.40,22.10|274.59|712da70c	37.66,210.90,161.50,22.10|227.40|45431a1f	33bc57d91cc615c0	16	551	19.25,257.49,350.09,22.10|274.59|c4eba1b8	37.66,210.90,161.50,22.10|227.40|45431a1f	09962b26b6a8282e	17	560	19.25,257.49,329.14,23.80|275.51|712da70c	37.66,365.60,161.50,22.10|382.10|45431a1f	cb159ba72ec83951
70	UNCHANGED	1	10	153.69,146.87,82.62,33.28|171.52|f1fe7422	37.66,380.20,226.10,22.10|396.70|80a4eb31	3a3711f48f3e3219	1	10	153.69,146.87,82.62,33.28|171.52|f1fe7422	37.66,380.20,226.10,22.10|396.70|80a4eb31	3a3711f48f3e3219	1	10	153.69,146.87,82.62,33.28|171.52|f1fe7422	37.66,380.20,226.10,22.10|396.70|80a4eb31	3a3711f48f3e3219
71	HISTORICAL_AND_CURRENT_SOURCE	10	343	19.25,257.49,337.49,22.10|274.59|441cc0fc	69.47,741.30,227.04,22.10|758.65|6a875916	4d44afdd22de32d1	10	343	19.25,257.49,337.49,22.10|274.59|441cc0fc	69.47,741.30,227.04,22.10|758.65|6a875916	08a727e21ab23d04	11	347	19.25,257.49,346.46,23.80|275.51|441cc0fc	69.47,476.10,227.04,22.10|493.45|6a875916	2b65e3c41336a457
72	UNCHANGED	1	11	143.36,146.87,103.28,33.28|171.52|cbea83c8	37.66,424.40,290.70,22.10|440.90|54726239	1856625cfb8f5d0d	1	11	143.36,146.87,103.28,33.28|171.52|cbea83c8	37.66,424.40,290.70,22.10|440.90|54726239	1856625cfb8f5d0d	1	11	143.36,146.87,103.28,33.28|171.52|cbea83c8	37.66,424.40,290.70,22.10|440.90|54726239	1856625cfb8f5d0d
73	HISTORICAL_AND_CURRENT_SOURCE	13	438	19.25,257.49,337.25,22.10|274.59|2b643c7e	37.66,719.20,311.00,22.10|735.70|0b6268f1	fa19faea95f09de9	13	435	19.25,257.49,337.25,22.10|274.59|2b643c7e	37.66,652.90,311.00,22.10|669.40|0b6268f1	a7c8a3b852ae16c6	14	446	19.25,257.49,346.46,23.80|275.51|2b643c7e	37.66,608.70,311.00,22.10|625.20|0b6268f1	63cb6914bb1ef8a1
74	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|5349bec1	103.20,213.43,183.60,33.28|237.95|cd98206b	8115bb12d2e44f54	1	5	143.36,146.87,103.28,33.28|171.52|5349bec1	103.20,213.43,183.60,33.28|237.95|cd98206b	8115bb12d2e44f54	1	5	143.36,146.87,103.28,33.28|171.52|5349bec1	103.20,213.43,183.60,33.28|237.95|cd98206b	8115bb12d2e44f54
75	HISTORICAL_AND_CURRENT_SOURCE	10	331	19.25,257.49,337.49,22.10|274.59|d7b9763d	37.66,431.90,209.95,22.10|448.40|c11d43b4	57f75ea015ef3a1d	10	330	19.25,257.49,337.49,22.10|274.59|d7b9763d	37.66,409.80,209.95,22.10|426.30|c11d43b4	df3a5ea3dc30378c	11	335	19.25,257.49,346.46,23.80|275.51|d7b9763d	37.66,122.50,209.95,22.10|139.00|c11d43b4	f55e186bd5dcd93f
76	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|71719c32	37.66,358.10,277.40,22.10|374.79|5b482bc5	c5d9df3a1423a491	1	9	143.36,146.87,103.28,33.28|171.52|71719c32	37.66,358.10,277.40,22.10|374.79|5b482bc5	c5d9df3a1423a491	1	9	143.36,146.87,103.28,33.28|171.52|71719c32	37.66,358.10,277.40,22.10|374.79|5b482bc5	c5d9df3a1423a491
77	HISTORICAL_AND_CURRENT_SOURCE	9	286	19.25,257.49,337.25,22.10|274.59|a689428c	37.66,454.00,209.95,22.10|470.50|d692a46d	0586a87f889fa2f9	9	284	19.25,257.49,337.25,22.10|274.59|a689428c	37.66,387.70,209.95,22.10|404.20|d692a46d	56747798dd42b8bc	10	288	19.25,257.49,346.46,23.80|275.51|a689428c	37.66,34.10,209.95,22.10|50.60|d692a46d	acd119dde5006106
78	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|3b9a4979	103.20,213.43,183.60,33.28|237.95|15507404	c2b52e046aed4ded	1	5	143.36,146.87,103.28,33.28|171.52|3b9a4979	103.20,213.43,183.60,33.28|237.95|15507404	c2b52e046aed4ded	1	5	143.36,146.87,103.28,33.28|171.52|3b9a4979	103.20,213.43,183.60,33.28|237.95|15507404	c2b52e046aed4ded
79	HISTORICAL_AND_CURRENT_SOURCE	13	414	19.25,257.49,337.25,22.10|274.59|972efb60	37.66,387.70,161.50,22.10|404.20|d51bea4b	6a9dcb1b09c133e5	13	409	19.25,257.49,337.25,22.10|274.59|972efb60	37.66,255.10,161.50,22.10|271.60|d51bea4b	47d59f7e7c1e8755	14	416	19.25,257.49,346.46,23.80|275.51|972efb60	37.66,233.00,161.50,22.10|249.50|d51bea4b	45043f8feb29a075
80	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|b5cc3e58	103.20,213.43,183.60,33.28|237.95|e206bae6	7356d56587da11f7	1	5	143.36,146.87,103.28,33.28|171.52|b5cc3e58	103.20,213.43,183.60,33.28|237.95|e206bae6	7356d56587da11f7	1	5	143.36,146.87,103.28,33.28|171.52|b5cc3e58	103.20,213.43,183.60,33.28|237.95|e206bae6	7356d56587da11f7
81	HISTORICAL_AND_CURRENT_SOURCE	13	438	19.25,257.49,337.25,22.10|274.59|9cb22254	37.66,564.50,209.95,22.10|581.00|8300745f	b11b072318bb2577	13	437	19.25,257.49,337.25,22.10|274.59|9cb22254	37.66,564.50,209.95,22.10|581.00|8300745f	fa5f180598e7611d	14	452	19.25,257.49,346.46,23.80|275.51|9cb22254	37.66,656.20,209.95,22.10|672.70|8300745f	4e47c5b750180d36
82	UNCHANGED	1	10	143.36,146.87,103.28,33.28|171.52|f08001a3	37.66,380.20,48.45,22.10|396.70|4e12d435	c554f1a4b478f5eb	1	10	143.36,146.87,103.28,33.28|171.52|f08001a3	37.66,380.20,48.45,22.10|396.70|4e12d435	c554f1a4b478f5eb	1	10	143.36,146.87,103.28,33.28|171.52|f08001a3	37.66,380.20,48.45,22.10|396.70|4e12d435	c554f1a4b478f5eb
83	HISTORICAL_AND_CURRENT_SOURCE	12	400	19.25,257.49,337.25,22.10|274.59|f260509e	37.66,564.50,290.70,22.10|581.00|070d981c	6897171a0cf472d8	12	398	19.25,257.49,337.25,22.10|274.59|f260509e	37.66,498.20,290.70,22.10|514.70|070d981c	ebb7be8cc4bf1c60	13	409	19.25,257.49,346.46,23.80|275.51|f260509e	37.66,454.00,290.70,22.10|470.50|070d981c	bb1f545e7251eee0
84	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|04b004df	103.20,213.43,183.60,33.28|237.95|1fc0461b	8814a7cc2cd7786a	1	5	143.36,146.87,103.28,33.28|171.52|04b004df	103.20,213.43,183.60,33.28|237.95|1fc0461b	8814a7cc2cd7786a	1	5	143.36,146.87,103.28,33.28|171.52|04b004df	103.20,213.43,183.60,33.28|237.95|1fc0461b	8814a7cc2cd7786a
85	HISTORICAL_AND_CURRENT_SOURCE	21	691	19.25,257.49,151.66,22.10|274.59|521e3963	37.66,122.50,193.80,22.10|139.00|d6d89c05	289d53bf679cf91a	21	689	19.25,257.49,151.66,22.10|274.59|521e3963	37.66,56.20,193.80,22.10|72.70|d6d89c05	7df64448310812ee	22	699	19.25,257.49,155.91,23.80|275.51|521e3963	37.66,299.30,193.80,22.10|315.80|d6d89c05	b0e446cec90c6901
86	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|a4184b68	103.20,213.43,183.60,33.28|237.95|dd419948	d5ea0538bffbc374	1	5	143.36,146.87,103.28,33.28|171.52|a4184b68	103.20,213.43,183.60,33.28|237.95|dd419948	d5ea0538bffbc374	1	5	143.36,146.87,103.28,33.28|171.52|a4184b68	103.20,213.43,183.60,33.28|237.95|dd419948	d5ea0538bffbc374
87	HISTORICAL_AND_CURRENT_SOURCE	20	641	19.25,257.49,337.49,22.10|274.59|14b28147	37.66,100.40,242.25,22.10|116.90|91953821	58c33ea52d75242e	20	639	19.25,257.49,337.49,22.10|274.59|14b28147	37.66,12.00,242.25,22.10|28.50|91953821	f13d2ee51e799ea5	20	646	19.25,257.49,346.46,23.80|275.51|14b28147	37.66,498.20,242.25,22.10|514.70|91953821	981701e9bf3266d9
88	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|deec3113	37.66,380.20,48.45,22.10|396.70|f99a77d2	a4c458dfc98d0494	1	9	143.36,146.87,103.28,33.28|171.52|deec3113	37.66,380.20,48.45,22.10|396.70|f99a77d2	a4c458dfc98d0494	1	9	143.36,146.87,103.28,33.28|171.52|deec3113	37.66,380.20,48.45,22.10|396.70|f99a77d2	a4c458dfc98d0494
89	HISTORICAL_AND_CURRENT_SOURCE	12	392	19.25,257.49,349.11,22.10|274.59|58830021	37.66,144.60,226.10,22.10|161.10|84a004ca	53b122191cc7f966	12	390	19.25,257.49,349.11,22.10|274.59|58830021	37.66,100.40,226.10,22.10|116.90|84a004ca	dacf999e05483c9e	12	400	19.25,257.49,340.76,23.80|275.51|08f9c1f4	37.66,807.60,226.10,22.10|824.10|84a004ca	066f0e7808a19e5e
90	UNCHANGED	1	8	153.69,146.87,82.62,33.28|171.52|aa5ba2a7	37.66,358.10,113.05,22.10|374.60|954a2eff	5078f07ff3689983	1	8	153.69,146.87,82.62,33.28|171.52|aa5ba2a7	37.66,358.10,113.05,22.10|374.60|954a2eff	5078f07ff3689983	1	8	153.69,146.87,82.62,33.28|171.52|aa5ba2a7	37.66,358.10,113.05,22.10|374.60|954a2eff	5078f07ff3689983
91	HISTORICAL_AND_CURRENT_SOURCE	20	693	19.25,257.49,337.49,22.10|274.59|76146feb	37.66,56.20,113.05,22.10|72.70|c5a2e40c	b00cdb131c67f69d	19	688	19.25,257.49,337.49,22.10|274.59|76146feb	37.66,807.60,113.05,22.10|824.10|c5a2e40c	3d16691c8b274eec	21	706	19.25,257.49,346.46,23.80|275.51|76146feb	37.66,365.60,113.05,22.10|382.10|c5a2e40c	ddb5b60ee9a6d2f2
92	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|b49b6e41	103.20,213.43,183.60,33.28|237.95|2fdc3014	37c049a16f08e9d2	1	5	143.36,146.87,103.28,33.28|171.52|b49b6e41	103.20,213.43,183.60,33.28|237.95|2fdc3014	37c049a16f08e9d2	1	5	143.36,146.87,103.28,33.28|171.52|b49b6e41	103.20,213.43,183.60,33.28|237.95|2fdc3014	37c049a16f08e9d2
93	HISTORICAL_AND_CURRENT_SOURCE	14	505	19.25,257.49,348.88,22.10|274.59|babb4e4a	37.66,520.30,161.50,22.10|536.80|47e6b58c	210a6a7069a0dfe3	14	503	19.25,257.49,348.88,22.10|274.59|babb4e4a	37.66,498.20,161.50,22.10|514.70|47e6b58c	ebf570f574f226f1	15	511	19.25,257.49,340.76,23.80|275.51|484da847	37.66,586.60,161.50,22.10|603.10|47e6b58c	03f31f28eacb3bb6
94	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|ec344bbf	37.66,358.10,129.20,22.10|374.60|3f397004	4b259b93d1717bdc	1	9	143.36,146.87,103.28,33.28|171.52|ec344bbf	37.66,358.10,129.20,22.10|374.60|3f397004	4b259b93d1717bdc	1	9	143.36,146.87,103.28,33.28|171.52|ec344bbf	37.66,358.10,129.20,22.10|374.60|3f397004	4b259b93d1717bdc
95	HISTORICAL_AND_CURRENT_SOURCE	16	572	19.25,257.49,337.72,22.10|274.59|3f1f9da6	37.66,498.20,242.25,22.10|514.70|e21ab316	3b711d77e7d9b105	16	569	19.25,257.49,337.72,22.10|274.59|3f1f9da6	37.66,476.10,242.25,22.10|492.60|e21ab316	153aab71195c250c	17	577	19.25,257.49,346.46,23.80|275.51|3f1f9da6	37.66,277.20,242.25,22.10|293.70|e21ab316	0e41c08a49633516
96	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|89f69caf	103.20,213.43,183.60,33.28|237.95|72e318fd	111622df839743f6	1	5	143.36,146.87,103.28,33.28|171.52|89f69caf	103.20,213.43,183.60,33.28|237.95|72e318fd	111622df839743f6	1	5	143.36,146.87,103.28,33.28|171.52|89f69caf	103.20,213.43,183.60,33.28|237.95|72e318fd	111622df839743f6
97	HISTORICAL_AND_CURRENT_SOURCE	13	433	19.25,257.49,337.02,22.10|274.59|2a5f4318	37.66,188.80,258.40,22.10|205.30|7b0dded3	4f747190309a8d32	13	432	19.25,257.49,337.02,22.10|274.59|2a5f4318	37.66,122.50,258.40,22.10|139.00|7b0dded3	13924bf1f29cf5c7	14	444	19.25,257.49,346.46,23.80|275.51|2a5f4318	37.66,144.60,258.40,22.10|161.10|7b0dded3	9e90c7189cdd1d57
98	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|1a587e90	103.20,213.43,183.60,33.28|237.95|3536a021	f36a0a04d81c8008	1	5	143.36,146.87,103.28,33.28|171.52|1a587e90	103.20,213.43,183.60,33.28|237.95|3536a021	f36a0a04d81c8008	1	5	143.36,146.87,103.28,33.28|171.52|1a587e90	103.20,213.43,183.60,33.28|237.95|3536a021	f36a0a04d81c8008
99	HISTORICAL_AND_CURRENT_SOURCE	12	393	19.25,257.49,326.86,22.10|274.59|eeab3c1e	37.66,100.40,274.55,22.10|116.90|4e4da819	ff61630db4fae0d8	12	389	19.25,257.49,328.56,22.10|274.59|eeab3c1e	37.66,34.10,274.55,22.10|50.60|4e4da819	e85b3f33d06ea00f	12	401	19.25,257.49,337.23,23.80|275.51|eeab3c1e	37.66,785.50,274.55,22.10|802.00|4e4da819	1dd2200e22e67705
100	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|439984cb	37.66,358.10,113.50,22.10|374.60|0ef0ef65	d972114521581a72	1	9	143.36,146.87,103.28,33.28|171.52|439984cb	37.66,358.10,113.50,22.10|374.60|0ef0ef65	d972114521581a72	1	9	143.36,146.87,103.28,33.28|171.52|439984cb	37.66,358.10,113.50,22.10|374.60|0ef0ef65	d972114521581a72
101	HISTORICAL_AND_CURRENT_SOURCE	16	554	19.25,257.49,134.81,22.10|274.59|860e9cdb	37.66,78.30,32.30,22.10|94.80|002c2b82	a3bb8502a69acc81	16	554	19.25,257.49,134.81,22.10|274.59|860e9cdb	37.66,34.10,32.30,22.10|50.60|002c2b82	317153bc2ffe212b	17	562	19.25,257.49,138.58,23.80|275.51|860e9cdb	37.66,100.40,32.30,22.10|116.90|002c2b82	9a5d24f309d913c3
102	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|4bbe2bda	103.20,213.43,183.60,33.28|237.95|10cc567e	ca27ff1006e48af7	1	5	143.36,146.87,103.28,33.28|171.52|4bbe2bda	103.20,213.43,183.60,33.28|237.95|10cc567e	ca27ff1006e48af7	1	5	143.36,146.87,103.28,33.28|171.52|4bbe2bda	103.20,213.43,183.60,33.28|237.95|10cc567e	ca27ff1006e48af7
103	HISTORICAL_AND_CURRENT_SOURCE	14	476	19.25,257.49,337.49,22.10|274.59|8e46fb7d	37.66,564.50,145.35,22.10|581.00|48adaa95	c822fc54ee3d053c	14	474	19.25,257.49,337.49,22.10|274.59|8e46fb7d	37.66,498.20,145.35,22.10|514.70|48adaa95	f3605beb4128d8bb	15	485	19.25,257.49,346.46,23.80|275.51|8e46fb7d	37.66,564.50,145.35,22.10|581.00|48adaa95	3ee29a3a7790bf54
104	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|2640d483	103.20,213.43,183.60,33.28|237.95|7e5fe299	1925be3a4d7086de	1	5	143.36,146.87,103.28,33.28|171.52|2640d483	103.20,213.43,183.60,33.28|237.95|7e5fe299	1925be3a4d7086de	1	5	143.36,146.87,103.28,33.28|171.52|2640d483	103.20,213.43,183.60,33.28|237.95|7e5fe299	1925be3a4d7086de
105	HISTORICAL_AND_CURRENT_SOURCE	13	442	19.25,257.49,337.49,22.10|274.59|989e306f	37.66,233.00,80.75,22.10|249.50|2a688f71	749ba2b82546d947	13	440	19.25,257.49,333.24,22.10|274.59|989e306f	37.66,210.90,80.75,22.10|227.40|2a688f71	3f5eae0f4f268c85	14	446	19.25,257.49,342.21,23.80|275.51|989e306f	37.66,144.60,80.75,22.10|161.10|2a688f71	0051c68e265f728a
106	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|0fcc29e2	37.66,358.10,32.30,22.10|374.60|457a5316	32ca34b15f4053ef	1	8	143.36,146.87,103.28,33.28|171.52|0fcc29e2	37.66,358.10,32.30,22.10|374.60|457a5316	32ca34b15f4053ef	1	8	143.36,146.87,103.28,33.28|171.52|0fcc29e2	37.66,358.10,32.30,22.10|374.60|457a5316	32ca34b15f4053ef
107	HISTORICAL_AND_CURRENT_SOURCE	14	473	19.25,257.49,320.64,22.10|274.59|287f5912	37.66,255.10,193.80,22.10|271.60|d5b7cc9b	36c08b19731013ce	14	468	19.25,257.49,350.32,22.10|274.59|364e7257	37.66,166.70,193.80,22.10|183.20|d5b7cc9b	ed76b835784992ca	15	472	19.25,257.49,329.14,23.80|275.51|287f5912	37.66,12.00,193.80,22.10|28.50|d5b7cc9b	818274907f5a447c
108	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|4a6d8c01	103.20,213.43,183.60,33.28|237.95|5f51d3ca	b3a3e57f72883080	1	5	143.36,146.87,103.28,33.28|171.52|4a6d8c01	103.20,213.43,183.60,33.28|237.95|5f51d3ca	b3a3e57f72883080	1	5	143.36,146.87,103.28,33.28|171.52|4a6d8c01	103.20,213.43,183.60,33.28|237.95|5f51d3ca	b3a3e57f72883080
109	HISTORICAL_AND_CURRENT_SOURCE	15	528	19.25,257.49,349.11,22.10|274.59|b6a83d5b	37.66,498.20,129.20,22.10|514.70|9b681972	874fee4775d10cde	15	525	19.25,257.49,349.11,22.10|274.59|b6a83d5b	37.66,409.80,129.20,22.10|426.30|9b681972	b8e47d5487261ce1	16	538	19.25,257.49,324.89,23.80|275.51|3e92a7dc	37.66,431.90,129.20,22.10|448.40|9b681972	2966952a8ce1480e
110	UNCHANGED	1	7	153.69,146.87,82.62,33.28|171.52|b06dafb2	37.66,336.00,161.50,22.10|352.50|cd0a983d	83ce0b3cba2398dd	1	7	153.69,146.87,82.62,33.28|171.52|b06dafb2	37.66,336.00,161.50,22.10|352.50|cd0a983d	83ce0b3cba2398dd	1	7	153.69,146.87,82.62,33.28|171.52|b06dafb2	37.66,336.00,161.50,22.10|352.50|cd0a983d	83ce0b3cba2398dd
111	HISTORICAL_AND_CURRENT_SOURCE	25	758	19.25,257.49,315.41,22.10|274.59|659be91f	37.66,277.20,80.75,22.10|293.70|7332cd14	8fdc8fe26a75eb2a	25	757	19.25,257.49,315.41,22.10|274.59|659be91f	37.66,277.20,80.75,22.10|293.70|7332cd14	d9dc64ea01df4ae3	25	765	19.25,257.49,323.44,23.80|275.51|659be91f	37.66,763.40,80.75,22.10|779.90|7332cd14	617987a1576d1ecd
112	UNCHANGED	1	7	143.36,146.87,103.28,33.28|171.52|399d64f0	37.66,336.00,274.55,22.10|352.50|a8972cd7	9588fcb2374d6415	1	7	143.36,146.87,103.28,33.28|171.52|399d64f0	37.66,336.00,274.55,22.10|352.50|a8972cd7	9588fcb2374d6415	1	7	143.36,146.87,103.28,33.28|171.52|399d64f0	37.66,336.00,274.55,22.10|352.50|a8972cd7	9588fcb2374d6415
113	HISTORICAL_AND_CURRENT_SOURCE	17	622	19.25,257.49,320.17,22.10|274.59|5b0c769e	37.66,697.10,96.90,22.10|713.60|6bcfd443	5c460621b423be2b	17	620	19.25,257.49,349.86,22.10|274.59|d83f8e40	37.66,675.00,96.90,22.10|691.50|6bcfd443	efd926b087f54a79	18	629	19.25,257.49,329.14,23.80|275.51|5b0c769e	37.66,586.60,96.90,22.10|603.10|6bcfd443	1187a911ccd4cf93
114	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|1f13b24b	103.20,213.43,183.60,33.28|237.95|f5c8d2f2	911dfb8cfacbe15f	1	5	143.36,146.87,103.28,33.28|171.52|1f13b24b	103.20,213.43,183.60,33.28|237.95|f5c8d2f2	911dfb8cfacbe15f	1	5	143.36,146.87,103.28,33.28|171.52|1f13b24b	103.20,213.43,183.60,33.28|237.95|f5c8d2f2	911dfb8cfacbe15f
115	HISTORICAL_AND_CURRENT_SOURCE	15	485	19.25,257.49,349.34,22.10|274.59|a577967c	37.66,56.20,80.75,22.10|72.70|1e1276bc	070c1bf606701a8a	15	484	19.25,257.49,349.34,22.10|274.59|a577967c	37.66,56.20,80.75,22.10|72.70|1e1276bc	e982b8b21231f0dc	16	498	19.25,257.49,340.76,23.80|275.51|f92ceb21	37.66,188.80,80.75,22.10|205.30|1e1276bc	c504d466eabc337e
116	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|00ddd8f8	103.20,213.43,183.60,33.28|237.95|295a44ac	e413f506c84f6a5f	1	5	143.36,146.87,103.28,33.28|171.52|00ddd8f8	103.20,213.43,183.60,33.28|237.95|295a44ac	e413f506c84f6a5f	1	5	143.36,146.87,103.28,33.28|171.52|00ddd8f8	103.20,213.43,183.60,33.28|237.95|295a44ac	e413f506c84f6a5f
117	HISTORICAL_AND_CURRENT_SOURCE	17	575	19.25,257.49,320.40,22.10|274.59|86b78805	37.66,34.10,290.64,22.10|50.60|d127ec63	b914e5fc93cfc29a	16	572	19.25,257.49,350.09,22.10|274.59|6c137743	37.66,807.60,290.64,22.10|824.10|d127ec63	81e02af96d88398f	18	584	19.25,257.49,329.14,23.80|275.51|86b78805	37.66,34.10,290.64,22.10|50.60|d127ec63	6aba59def232be97
118	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|9aef70bf	103.20,213.43,183.60,33.28|237.95|47434297	43a2847aa025b253	1	5	143.36,146.87,103.28,33.28|171.52|9aef70bf	103.20,213.43,183.60,33.28|237.95|47434297	43a2847aa025b253	1	5	143.36,146.87,103.28,33.28|171.52|9aef70bf	103.20,213.43,183.60,33.28|237.95|47434297	43a2847aa025b253
119	HISTORICAL_AND_CURRENT_SOURCE	16	565	19.25,257.49,337.25,22.10|274.59|d437c184	37.66,564.50,274.55,22.10|581.00|a4759d8c	b4537de9d458f6ed	16	562	19.25,257.49,337.25,22.10|274.59|d437c184	37.66,476.10,274.55,22.10|492.60|a4759d8c	de43bb06339c0762	17	574	19.25,257.49,346.46,23.80|275.51|d437c184	37.66,697.10,274.55,22.10|713.60|a4759d8c	c1a4d37c5d873a85
120	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|690f1c3b	103.20,213.43,183.60,33.28|237.95|a47078c3	6385714ea3fd919a	1	5	143.36,146.87,103.28,33.28|171.52|690f1c3b	103.20,213.43,183.60,33.28|237.95|a47078c3	6385714ea3fd919a	1	5	143.36,146.87,103.28,33.28|171.52|690f1c3b	103.20,213.43,183.60,33.28|237.95|a47078c3	6385714ea3fd919a
121	HISTORICAL_AND_CURRENT_SOURCE	14	456	19.25,257.49,337.49,22.10|274.59|be0a004e	37.66,100.40,80.75,22.10|116.90|a7df058d	0376059ff991ebfb	14	452	19.25,257.49,337.49,22.10|274.59|be0a004e	37.66,56.20,80.75,22.10|72.70|a7df058d	6bfe111eb787ade8	15	461	19.25,257.49,346.46,23.80|275.51|be0a004e	37.66,78.30,80.75,22.10|94.80|a7df058d	5789154bbeb1d62d
122	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|f80963da	103.20,213.43,183.60,33.28|237.95|e49ae8db	db80735a14da675f	1	5	143.36,146.87,103.28,33.28|171.52|f80963da	103.20,213.43,183.60,33.28|237.95|e49ae8db	db80735a14da675f	1	5	143.36,146.87,103.28,33.28|171.52|f80963da	103.20,213.43,183.60,33.28|237.95|e49ae8db	db80735a14da675f
123	HISTORICAL_AND_CURRENT_SOURCE	15	512	19.25,257.49,337.49,22.10|274.59|34b10134	37.66,498.20,258.40,22.10|514.70|79388fbe	874d160105061b0c	15	509	19.25,257.49,337.49,22.10|274.59|34b10134	37.66,454.00,258.40,22.10|470.50|79388fbe	c0908e9218237e07	16	516	19.25,257.49,346.46,23.80|275.51|34b10134	37.66,476.10,258.40,22.10|492.60|79388fbe	67ec514e93d76546
