utc,monotonic_s,scenario,pid,kind,cpu_ps_percent,cpu_total_s,rss_mib
2026-09-07T17:15:37.398075+00:00,347709.644,snapshot-settled-after-default-off-continuous,82878,reader,2.8,13.680,641.438
2026-09-07T17:15:37.398120+00:00,347709.644,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:37.398125+00:00,347709.644,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:37.398129+00:00,347709.644,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:37.398134+00:00,347709.644,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:37.398137+00:00,347709.644,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:38.403129+00:00,347710.655,snapshot-settled-after-default-off-continuous,82878,reader,11.3,13.800,641.594
2026-09-07T17:15:38.403186+00:00,347710.655,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:38.403199+00:00,347710.655,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:38.403204+00:00,347710.655,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:38.403207+00:00,347710.655,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:38.403211+00:00,347710.655,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:39.417083+00:00,347711.665,snapshot-settled-after-default-off-continuous,82878,reader,13.4,13.890,656.234
2026-09-07T17:15:39.417140+00:00,347711.665,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:39.417146+00:00,347711.665,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
